_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
82,2053972, ,2023-02-13,Local Road Rehabilitation,MACPHERSON AVE<br> From: MADISON AVE<br> To: SPADINA RD (TO) ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",2026,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4063298357469, 43.6761221369325], [-79.4066741597226, 43.6760507050471], [-79.4068049027407, 43.6760167777221], [-79.4069870353744, 43.6759529176771], [-79.4071208602984, 43.6759146808653], [-79.4073791400346, 43.6758583981421], [-79.4074931331621, 43.675869175016]]]}"
83,2053974,TS2023-09-011,2023-02-13,Local Road Rehabilitation,ASCOT AVE<br> From: EARLSCOURT AVE<br> To: NAIRN AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",2026,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.448338203112, 43.67917415708], [-79.4495473897519, 43.6789139380494]]]}"
84,2053975, ,2023-02-13,Local Road Rehabilitation,ROSELAWN AVE<br> From: CASTLEWOOD RD<br> To: LATIMER AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,None,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.416224264715, 43.7073587039924], [-79.4170993146943, 43.7071568133792]]]}"
85,2053995,TS2023-12-084,2023-02-13,Local Road Rehabilitation,COLLEGE VIEW AVE<br> From: ORIOLE PKWY<br> To: HIGHBOURNE RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,None,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4050543760627, 43.7023348665464], [-79.4063385680769, 43.7020610179557]]]}"
86,2053997, ,2023-02-13,Local Road Rehabilitation,MACPHERSON AVE<br> From: [N] DAVENPORT RD [BRANCH]<br> To: [15.20 m W] DAVENPORT RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",2026,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4036901154487, 43.6766801405027], [-79.4040959591214, 43.6765933129411]]]}"
87,2054000, ,2023-02-13,Local Road Rehabilitation,MACPHERSON AVE<br> From: SPADINA RD (TO)<br> To: WALMER RD ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",2026,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4074931331621, 43.675869175016], [-79.4080897418853, 43.6757501997433], [-79.4086770688533, 43.6756331312206]]]}"
88,2054005, ,2023-02-13,Local Road Rehabilitation,CORTLEIGH BLVD<br> From: AVENUE RD<br> To: MONA DR ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,None,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4117758992924, 43.7130486490807], [-79.4135913428226, 43.7126674822445], [-79.4156786708608, 43.7122280062308], [-79.4162892463394, 43.7120934360664]]]}"
89,2054042, ,2023-02-13,Local Road Rehabilitation,CASTLEFIELD AVE<br> From: YONGE ST<br> To: DUPLEX AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,None,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3994765853598, 43.7118389681081], [-79.3999992591552, 43.7117357590166], [-79.4012583561257, 43.7114871495535]]]}"
90,2054045,TS2023-09-011,2023-02-13,Local Road Rehabilitation,ASCOT AVE<br> From: BOON AVE<br> To: EARLSCOURT AVE ,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",2026,Active,None,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.4471291691785, 43.6794463081232], [-79.448338203112, 43.67917415708]]]}"
91,2061098, ,2023-02-27,Local Road Reconstruction,LOGAN AVE<br> From: [47 m N] FULTON AVE<br> To: NEALON AVE ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2023 - Q3 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.3514407576483, 43.6835587443497], [-79.3516178788085, 43.6840163128122]]]}"
92,2061099, ,2023-02-27,Local Road Reconstruction,LOGAN AVE<br> From: FULTON AVE<br> To: [47 m N] FULTON AVE [CITY LIMITS] ,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2023 - Q3 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.351284142951, 43.6831358572932], [-79.3514407576483, 43.6835587443497]]]}"
93,2061100, ,2023-02-27,Laneway Reconstruction,[28 m N] THE QUEENSWAY<br> From: STOCK AVE<br> To: [14 m W] STOCK AVE ,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q4 2024 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Thomas Yeung, Engineering and Construction Services",tyeung@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"": ""MultiLineString"", ""coordinates"": [[[-79.5256757754268, 43.6216303502215], [-79.5259372837899, 43.6215817285996]]]}"
